,Duration,Magnitude,%_users,Outflow_drought_min,Outflow_10th,%_users_36,Magnitude_36,%_users_37,Magnitude_37,%_users_38,Magnitude_38,%_users_39,Magnitude_39,%_users_45,Magnitude_45,%_users_50,Magnitude_50,%_users_51,Magnitude_51,%_users_52,Magnitude_52,%_users_53,Magnitude_53,%_users_70,Magnitude_70,%_users_72,Magnitude_72,Classification
133,0,5.0,61.0,31312.86553827721,36051.21852487093,54.0,1.0,54.0,1.0,45.0,3.0,48.0,6.0,58.0,6.0,69.0,4.0,63.0,1.0,20.0,0.0,67.0,7.0,80.0,7.0,89.0,12.0,Encompassing
134,0,5.0,51.0,31786.883959644587,34281.91321773635,25.0,1.0,17.0,1.0,37.0,3.0,48.0,6.0,52.0,6.0,66.0,4.0,58.0,1.0,20.0,0.0,61.0,8.0,80.0,8.0,81.0,13.0,Encompassing
135,0,6.0,53.0,28654.527237007213,32729.078539181894,25.0,1.0,21.0,1.0,38.0,3.0,48.0,7.0,61.0,7.0,66.0,5.0,58.0,2.0,20.0,0.0,56.0,9.0,80.0,9.0,87.0,14.0,Encompassing
136,0,5.0,59.0,26814.642347973,30933.40509160873,50.0,1.0,50.0,1.0,45.0,3.0,44.0,7.0,58.0,7.0,76.0,5.0,60.0,2.0,20.0,0.0,67.0,8.0,80.0,8.0,85.0,14.0,Encompassing
137,0,5.0,64.0,29829.131250247796,33818.23186724567,61.0,1.0,54.0,1.0,51.0,3.0,60.0,6.0,58.0,7.0,76.0,5.0,70.0,2.0,20.0,0.0,61.0,8.0,80.0,8.0,85.0,14.0,Encompassing
138,0,5.0,57.0,28416.816791920188,31414.88632456248,29.0,1.0,33.0,1.0,45.0,3.0,52.0,7.0,58.0,7.0,66.0,4.0,60.0,2.0,20.0,0.0,67.0,8.0,80.0,8.0,89.0,14.0,Encompassing
139,0,6.0,61.0,27135.1366905852,30112.313015106363,54.0,1.0,46.0,2.0,45.0,4.0,48.0,7.0,58.0,8.0,72.0,6.0,63.0,3.0,20.0,0.0,67.0,9.0,80.0,9.0,91.0,15.0,Encompassing
140,0,6.0,54.0,28405.492195514395,32696.757615576476,32.0,1.0,33.0,1.0,41.0,3.0,52.0,7.0,58.0,7.0,62.0,5.0,56.0,2.0,20.0,0.0,61.0,9.0,80.0,8.0,83.0,14.0,Encompassing
141,0,7.0,59.0,34227.37950718019,46537.886320991296,43.0,2.0,46.0,2.0,45.0,4.0,48.0,8.0,58.0,8.0,72.0,6.0,63.0,3.0,20.0,0.0,61.0,9.0,80.0,11.0,89.0,19.0,History
142,0,8.0,60.0,16826.50990417318,21656.287574997485,54.0,2.0,46.0,2.0,45.0,5.0,56.0,9.0,58.0,9.0,76.0,8.0,60.0,5.0,20.0,1.0,61.0,11.0,80.0,14.0,87.0,20.0,Encompassing
143,0,7.0,49.0,24540.293098451984,32654.56118998389,21.0,1.0,12.0,2.0,37.0,4.0,48.0,7.0,52.0,7.0,62.0,6.0,53.0,3.0,20.0,0.0,61.0,9.0,80.0,11.0,79.0,18.0,Paleo
144,0,6.0,50.0,27139.352731377592,39937.22152597211,25.0,1.0,21.0,2.0,34.0,4.0,44.0,7.0,58.0,8.0,62.0,7.0,51.0,3.0,20.0,0.0,61.0,9.0,80.0,12.0,83.0,15.0,Paleo
145,0,8.0,57.0,21761.190761552978,33233.49636620667,36.0,2.0,42.0,2.0,45.0,5.0,52.0,8.0,58.0,10.0,66.0,8.0,58.0,4.0,20.0,1.0,67.0,10.0,80.0,13.0,87.0,20.0,Encompassing
146,0,8.0,50.0,21749.0755033134,47843.98393464634,21.0,2.0,17.0,2.0,38.0,5.0,44.0,7.0,55.0,10.0,62.0,9.0,53.0,4.0,20.0,0.0,56.0,11.0,80.0,15.0,83.0,20.0,History
147,0,8.0,54.0,22853.894050237202,36582.879524323194,25.0,2.0,29.0,2.0,41.0,4.0,52.0,8.0,58.0,9.0,66.0,7.0,56.0,4.0,20.0,1.0,67.0,10.0,80.0,12.0,81.0,20.0,Paleo
148,0,8.0,57.0,14873.844073719605,23439.040054019286,36.0,3.0,33.0,2.0,45.0,5.0,52.0,8.0,58.0,9.0,66.0,9.0,58.0,5.0,20.0,1.0,61.0,11.0,80.0,13.0,91.0,20.0,Paleo
149,0,7.0,54.0,23650.121353918807,37241.15076974376,25.0,1.0,17.0,2.0,39.0,4.0,52.0,7.0,61.0,8.0,66.0,7.0,58.0,3.0,20.0,0.0,61.0,9.0,80.0,11.0,87.0,17.0,Paleo
150,0,8.0,59.0,17426.913337732214,24407.218174369948,43.0,2.0,38.0,2.0,46.0,5.0,56.0,8.0,61.0,9.0,69.0,8.0,58.0,4.0,20.0,1.0,61.0,11.0,80.0,13.0,89.0,20.0,Encompassing
151,0,9.0,66.0,24447.75852729781,37761.421798254836,61.0,4.0,54.0,3.0,51.0,6.0,56.0,8.0,58.0,10.0,83.0,10.0,70.0,7.0,20.0,1.0,67.0,12.0,80.0,14.0,91.0,21.0,Paleo
152,0,11.0,59.0,36110.2241003448,47729.45490282003,43.0,4.0,50.0,4.0,46.0,7.0,52.0,9.0,61.0,11.0,72.0,11.0,58.0,8.0,20.0,1.0,56.0,13.0,80.0,17.0,85.0,23.0,Paleo
153,0,9.0,64.0,25642.664417484608,39969.36507489467,61.0,4.0,58.0,3.0,49.0,6.0,60.0,8.0,58.0,10.0,79.0,10.0,67.0,7.0,20.0,1.0,67.0,12.0,80.0,15.0,87.0,20.0,Paleo
154,0,8.0,74.0,22566.732086306398,32577.752031601533,71.0,3.0,62.0,3.0,66.0,5.0,68.0,7.0,61.0,9.0,86.0,9.0,77.0,6.0,80.0,1.0,78.0,11.0,80.0,13.0,91.0,17.0,Encompassing
155,0,10.0,59.0,37431.42619203361,52871.02618233567,54.0,3.0,46.0,3.0,45.0,6.0,44.0,9.0,61.0,10.0,72.0,10.0,63.0,6.0,20.0,1.0,56.0,11.0,80.0,15.0,85.0,24.0,History
156,0,7.0,60.0,40230.119920362005,46011.59146076172,46.0,2.0,54.0,2.0,45.0,5.0,52.0,7.0,61.0,8.0,72.0,7.0,63.0,4.0,20.0,1.0,56.0,9.0,80.0,11.0,87.0,16.0,Paleo
157,0,10.0,68.0,27053.39261821739,32797.655440031034,71.0,4.0,54.0,4.0,54.0,7.0,60.0,8.0,61.0,10.0,83.0,11.0,72.0,8.0,20.0,1.0,67.0,12.0,80.0,14.0,91.0,21.0,Encompassing
158,0,9.0,65.0,22862.1509774064,33349.40245711454,64.0,3.0,58.0,3.0,47.0,6.0,60.0,7.0,61.0,10.0,79.0,10.0,65.0,6.0,20.0,1.0,67.0,12.0,80.0,14.0,89.0,18.0,Paleo
159,0,10.0,64.0,26188.904431723793,38777.08008683652,61.0,4.0,54.0,4.0,47.0,7.0,60.0,9.0,61.0,11.0,72.0,11.0,65.0,8.0,20.0,2.0,67.0,13.0,80.0,16.0,89.0,23.0,Paleo
160,0,11.0,59.0,17393.7191090124,46337.80644526593,43.0,5.0,42.0,3.0,47.0,7.0,52.0,9.0,65.0,11.0,66.0,12.0,60.0,9.0,20.0,1.0,56.0,13.0,80.0,16.0,87.0,24.0,Paleo
161,0,7.0,64.0,41079.2771615634,46444.58427746115,64.0,2.0,54.0,2.0,51.0,5.0,48.0,6.0,58.0,9.0,79.0,8.0,70.0,5.0,20.0,1.0,67.0,10.0,80.0,11.0,87.0,15.0,Paleo
162,0,6.0,60.0,34593.3695925036,42655.2610864512,43.0,2.0,54.0,2.0,47.0,4.0,52.0,6.0,58.0,8.0,69.0,6.0,65.0,3.0,20.0,1.0,61.0,10.0,80.0,9.0,87.0,14.0,Paleo
163,0,7.0,58.0,40916.975626319414,45532.56880373176,46.0,2.0,46.0,2.0,45.0,5.0,40.0,6.0,55.0,9.0,72.0,7.0,65.0,5.0,20.0,1.0,56.0,10.0,80.0,10.0,83.0,12.0,History
164,0,7.0,49.0,44054.5647787524,48097.161994808994,21.0,2.0,17.0,2.0,38.0,4.0,36.0,8.0,55.0,8.0,66.0,7.0,56.0,3.0,20.0,1.0,56.0,10.0,80.0,10.0,75.0,15.0,History
165,0,6.0,54.0,33937.62969843302,41973.48436515355,39.0,2.0,21.0,2.0,39.0,4.0,52.0,6.0,58.0,7.0,66.0,6.0,56.0,3.0,20.0,0.0,61.0,9.0,80.0,9.0,83.0,13.0,Paleo
166,0,6.0,60.0,29304.388356819014,38605.21216014446,50.0,2.0,50.0,2.0,45.0,4.0,56.0,7.0,58.0,8.0,72.0,7.0,60.0,3.0,20.0,1.0,67.0,9.0,80.0,10.0,85.0,14.0,Paleo
167,0,6.0,59.0,40252.10796692881,44154.55451390581,46.0,1.0,54.0,2.0,46.0,4.0,48.0,7.0,58.0,7.0,72.0,5.0,63.0,3.0,20.0,1.0,56.0,9.0,80.0,8.0,85.0,13.0,Paleo
168,0,6.0,61.0,29305.719283681214,39361.03306702161,54.0,2.0,46.0,2.0,47.0,4.0,52.0,6.0,61.0,8.0,72.0,7.0,58.0,3.0,20.0,1.0,61.0,10.0,80.0,10.0,89.0,13.0,Encompassing
169,0,7.0,63.0,42632.872158299404,46179.467346956255,61.0,2.0,54.0,3.0,47.0,5.0,52.0,6.0,58.0,8.0,72.0,7.0,65.0,4.0,20.0,1.0,67.0,9.0,80.0,10.0,89.0,14.0,History
170,0,6.0,59.0,32744.99834868538,36797.66052953363,43.0,2.0,46.0,2.0,45.0,4.0,52.0,7.0,61.0,7.0,72.0,6.0,60.0,3.0,20.0,1.0,67.0,10.0,80.0,10.0,87.0,15.0,Encompassing
171,0,0.0,0.0,0.0,51136.51443642273,,,,,,,,,,,,,,,,,,,,,,,History
172,0,5.0,32.0,37073.568452217594,46940.35046314065,11.0,0.0,8.0,1.0,20.0,3.0,32.0,5.0,45.0,7.0,31.0,3.0,14.0,1.0,0.0,0.0,44.0,8.0,60.0,6.0,70.0,15.0,History
173,0,0.0,0.0,0.0,53091.58506299362,,,,,,,,,,,,,,,,,,,,,,,History
174,0,0.0,0.0,0.0,51676.72469823089,,,,,,,,,,,,,,,,,,,,,,,History
175,0,0.0,0.0,0.0,50853.38916503063,,,,,,,,,,,,,,,,,,,,,,,History
176,0,0.0,0.0,0.0,55201.69867780824,,,,,,,,,,,,,,,,,,,,,,,History
177,0,0.0,0.0,0.0,50857.307196620175,,,,,,,,,,,,,,,,,,,,,,,History
178,0,0.0,0.0,0.0,51124.93598946254,,,,,,,,,,,,,,,,,,,,,,,History
179,0,0.0,0.0,0.0,50547.92701841866,,,,,,,,,,,,,,,,,,,,,,,History
180,0,0.0,0.0,0.0,54718.602323785606,,,,,,,,,,,,,,,,,,,,,,,History
181,0,9.0,58.0,21083.006432649625,23279.880690312602,43.0,3.0,33.0,3.0,45.0,5.0,52.0,9.0,61.0,9.0,69.0,9.0,60.0,5.0,20.0,1.0,61.0,11.0,80.0,14.0,89.0,21.0,Encompassing
182,0,9.0,61.0,19420.665213462,21578.13293466768,43.0,3.0,46.0,3.0,45.0,6.0,56.0,10.0,61.0,10.0,72.0,9.0,63.0,6.0,20.0,1.0,67.0,12.0,80.0,15.0,91.0,22.0,Encompassing
183,0,9.0,60.0,16332.892690485623,22262.378593136284,46.0,3.0,46.0,3.0,45.0,5.0,56.0,9.0,61.0,9.0,72.0,9.0,60.0,6.0,20.0,1.0,67.0,12.0,80.0,15.0,87.0,21.0,Encompassing
184,0,8.0,62.0,17914.916975748012,20666.485531907412,46.0,3.0,54.0,2.0,51.0,5.0,56.0,9.0,61.0,9.0,72.0,9.0,58.0,5.0,20.0,1.0,61.0,11.0,80.0,14.0,89.0,19.0,Encompassing
185,0,9.0,60.0,14797.828290831,20928.3759207198,39.0,3.0,42.0,3.0,46.0,6.0,56.0,9.0,61.0,10.0,72.0,10.0,60.0,6.0,20.0,1.0,67.0,13.0,80.0,14.0,89.0,22.0,Encompassing
186,0,10.0,59.0,16849.172665284605,20252.502396620526,46.0,3.0,42.0,3.0,43.0,6.0,52.0,10.0,61.0,10.0,76.0,10.0,58.0,6.0,20.0,1.0,61.0,12.0,80.0,15.0,89.0,22.0,Encompassing
187,0,8.0,61.0,18758.669099701783,23104.904882877243,46.0,3.0,50.0,2.0,46.0,5.0,60.0,9.0,61.0,9.0,69.0,8.0,63.0,5.0,20.0,1.0,67.0,12.0,80.0,14.0,87.0,19.0,Encompassing
188,0,9.0,61.0,19121.480502426602,21905.52392072003,46.0,3.0,42.0,3.0,45.0,5.0,56.0,9.0,61.0,10.0,76.0,9.0,65.0,5.0,20.0,1.0,67.0,12.0,80.0,14.0,89.0,20.0,Encompassing
189,0,11.0,62.0,14244.363773689212,18703.13429531677,50.0,4.0,46.0,3.0,46.0,7.0,60.0,11.0,61.0,11.0,76.0,11.0,60.0,7.0,20.0,1.0,61.0,14.0,80.0,18.0,91.0,25.0,Encompassing
190,0,9.0,55.0,20884.825378807196,24470.640108080534,29.0,3.0,21.0,2.0,43.0,5.0,56.0,9.0,58.0,9.0,66.0,9.0,58.0,5.0,20.0,1.0,67.0,11.0,80.0,14.0,83.0,20.0,Encompassing
191,0,9.0,64.0,18789.873722278204,25590.576207945138,61.0,3.0,54.0,3.0,50.0,6.0,64.0,8.0,61.0,10.0,69.0,9.0,67.0,6.0,20.0,1.0,67.0,12.0,80.0,13.0,89.0,19.0,Encompassing
192,0,9.0,58.0,14880.163200981016,21361.801196138294,43.0,3.0,29.0,3.0,45.0,5.0,60.0,9.0,61.0,9.0,66.0,9.0,60.0,5.0,20.0,1.0,56.0,12.0,80.0,14.0,87.0,20.0,Encompassing
193,0,7.0,63.0,20511.160569724187,31303.827570432244,61.0,2.0,54.0,2.0,47.0,5.0,60.0,7.0,58.0,8.0,72.0,8.0,63.0,5.0,20.0,1.0,61.0,11.0,80.0,12.0,89.0,17.0,Encompassing
194,0,8.0,62.0,22711.37139565621,27526.043354964975,46.0,3.0,54.0,2.0,50.0,5.0,60.0,8.0,61.0,9.0,72.0,8.0,63.0,5.0,20.0,1.0,61.0,11.0,80.0,13.0,89.0,18.0,Encompassing
195,0,8.0,62.0,21084.743175024,28280.992190209567,54.0,3.0,54.0,2.0,47.0,5.0,56.0,8.0,61.0,8.0,76.0,8.0,63.0,5.0,20.0,1.0,61.0,11.0,80.0,12.0,89.0,17.0,Encompassing
196,0,9.0,68.0,18551.915347349415,25983.74187089342,75.0,4.0,54.0,3.0,55.0,6.0,56.0,9.0,61.0,10.0,83.0,10.0,72.0,7.0,20.0,1.0,67.0,13.0,80.0,15.0,89.0,20.0,Encompassing
197,0,8.0,66.0,9403.330088047202,26844.878934032764,68.0,3.0,54.0,3.0,51.0,5.0,60.0,8.0,61.0,9.0,76.0,8.0,72.0,5.0,20.0,1.0,56.0,11.0,80.0,13.0,89.0,18.0,Encompassing
198,0,9.0,70.0,19641.769293075595,24991.538238738714,75.0,3.0,54.0,3.0,57.0,6.0,60.0,9.0,61.0,9.0,86.0,10.0,74.0,6.0,60.0,1.0,78.0,12.0,80.0,14.0,89.0,19.0,Encompassing
199,0,8.0,64.0,20359.568123467798,25897.34781883596,61.0,3.0,50.0,3.0,46.0,5.0,60.0,9.0,61.0,9.0,72.0,8.0,67.0,5.0,20.0,1.0,67.0,11.0,80.0,13.0,91.0,19.0,Encompassing
200,0,8.0,64.0,20687.3178060276,24304.269563074682,64.0,3.0,50.0,3.0,47.0,5.0,60.0,8.0,61.0,9.0,76.0,9.0,65.0,6.0,20.0,1.0,67.0,12.0,80.0,13.0,89.0,19.0,Encompassing
201,0,0.0,0.0,0.0,62728.93353840407,,,,,,,,,,,,,,,,,,,,,,,History
202,0,0.0,0.0,0.0,69399.54119201771,,,,,,,,,,,,,,,,,,,,,,,History
203,0,0.0,0.0,0.0,66923.71157153565,,,,,,,,,,,,,,,,,,,,,,,History
204,0,0.0,0.0,0.0,54737.816763176845,,,,,,,,,,,,,,,,,,,,,,,History
205,0,0.0,0.0,0.0,76492.66767497422,,,,,,,,,,,,,,,,,,,,,,,History
206,0,0.0,0.0,0.0,65669.3355766291,,,,,,,,,,,,,,,,,,,,,,,History
207,0,0.0,0.0,0.0,63170.20474485603,,,,,,,,,,,,,,,,,,,,,,,History
208,0,0.0,0.0,0.0,72000.39159382062,,,,,,,,,,,,,,,,,,,,,,,History
209,0,0.0,0.0,0.0,68703.55402029489,,,,,,,,,,,,,,,,,,,,,,,History
210,0,0.0,0.0,0.0,63613.54252671561,,,,,,,,,,,,,,,,,,,,,,,History
211,0,0.0,0.0,0.0,60510.83525280126,,,,,,,,,,,,,,,,,,,,,,,History
212,0,0.0,0.0,0.0,56270.338710145305,,,,,,,,,,,,,,,,,,,,,,,History
213,0,0.0,0.0,0.0,65120.01136449717,,,,,,,,,,,,,,,,,,,,,,,History
214,0,0.0,0.0,0.0,62919.89255630753,,,,,,,,,,,,,,,,,,,,,,,History
215,0,0.0,0.0,0.0,59908.96175563293,,,,,,,,,,,,,,,,,,,,,,,History
216,0,0.0,0.0,0.0,62833.65416965321,,,,,,,,,,,,,,,,,,,,,,,History
217,0,0.0,0.0,0.0,57576.90850063347,,,,,,,,,,,,,,,,,,,,,,,History
218,0,0.0,0.0,0.0,56688.141198477715,,,,,,,,,,,,,,,,,,,,,,,History
219,0,0.0,0.0,0.0,58456.64252217507,,,,,,,,,,,,,,,,,,,,,,,History
220,0,0.0,0.0,0.0,63977.6414377433,,,,,,,,,,,,,,,,,,,,,,,History
221,0,8.0,66.0,32184.58316160062,42192.33438012577,61.0,4.0,54.0,3.0,55.0,6.0,60.0,8.0,61.0,9.0,79.0,9.0,70.0,6.0,20.0,2.0,61.0,11.0,80.0,13.0,89.0,18.0,Paleo
222,0,9.0,70.0,25574.4331382358,32579.571910649254,75.0,3.0,58.0,3.0,58.0,6.0,60.0,9.0,61.0,9.0,83.0,9.0,74.0,6.0,20.0,1.0,67.0,11.0,80.0,14.0,91.0,19.0,Encompassing
223,0,9.0,65.0,29513.1477505782,36490.19816883481,64.0,3.0,54.0,3.0,53.0,6.0,56.0,8.0,58.0,9.0,76.0,9.0,70.0,6.0,20.0,1.0,67.0,11.0,80.0,13.0,89.0,19.0,Paleo
224,0,9.0,74.0,21849.371141953183,38420.528850943076,75.0,3.0,62.0,3.0,64.0,6.0,68.0,8.0,61.0,9.0,86.0,9.0,81.0,6.0,60.0,1.0,78.0,11.0,80.0,13.0,89.0,19.0,Paleo
225,0,7.0,60.0,23970.211114500602,41146.771805481156,43.0,2.0,46.0,2.0,46.0,5.0,60.0,6.0,61.0,8.0,72.0,8.0,63.0,5.0,20.0,1.0,56.0,11.0,80.0,12.0,87.0,16.0,Encompassing
226,0,9.0,77.0,20503.141704542395,33408.165776762835,79.0,4.0,67.0,3.0,70.0,6.0,72.0,8.0,61.0,9.0,86.0,9.0,86.0,7.0,80.0,1.0,83.0,11.0,80.0,14.0,89.0,18.0,Encompassing
227,0,8.0,63.0,32010.276147997203,38825.80483820374,64.0,3.0,54.0,3.0,46.0,5.0,52.0,8.0,58.0,9.0,79.0,9.0,65.0,6.0,20.0,1.0,67.0,11.0,80.0,13.0,87.0,20.0,Paleo
228,0,9.0,65.0,17602.498238480377,31525.59723682511,64.0,3.0,54.0,3.0,50.0,6.0,60.0,8.0,61.0,10.0,76.0,9.0,65.0,6.0,20.0,1.0,67.0,12.0,80.0,14.0,89.0,18.0,Encompassing
229,0,8.0,64.0,24846.3976423854,31871.03184134423,61.0,3.0,54.0,3.0,47.0,5.0,56.0,7.0,61.0,9.0,76.0,9.0,65.0,6.0,20.0,1.0,67.0,11.0,80.0,13.0,91.0,18.0,Encompassing
230,0,8.0,67.0,29764.272310240216,36198.54238401023,68.0,3.0,54.0,3.0,51.0,5.0,60.0,7.0,61.0,8.0,79.0,9.0,74.0,6.0,20.0,1.0,67.0,11.0,80.0,12.0,89.0,16.0,Paleo
231,0,9.0,65.0,17022.233862270008,21867.40883970735,61.0,3.0,54.0,3.0,49.0,5.0,60.0,8.0,61.0,10.0,83.0,10.0,67.0,6.0,20.0,1.0,67.0,12.0,80.0,14.0,91.0,20.0,Encompassing
232,0,10.0,68.0,13582.2159416676,21813.96355349147,64.0,4.0,58.0,3.0,55.0,6.0,60.0,10.0,61.0,11.0,79.0,11.0,74.0,7.0,20.0,1.0,67.0,12.0,80.0,17.0,91.0,24.0,Encompassing
233,0,9.0,60.0,15181.945624687203,25596.472250949126,46.0,3.0,42.0,3.0,46.0,6.0,56.0,8.0,61.0,10.0,72.0,9.0,58.0,6.0,20.0,1.0,61.0,12.0,80.0,14.0,89.0,20.0,Encompassing
234,0,9.0,68.0,19727.276718415196,25528.956884537038,75.0,3.0,58.0,3.0,54.0,5.0,60.0,9.0,61.0,10.0,79.0,9.0,74.0,5.0,20.0,1.0,67.0,12.0,80.0,14.0,89.0,20.0,Encompassing
235,0,9.0,63.0,16350.75350694962,22227.46982471451,54.0,3.0,54.0,3.0,46.0,5.0,60.0,8.0,61.0,10.0,79.0,10.0,63.0,6.0,20.0,1.0,67.0,11.0,80.0,14.0,89.0,20.0,Encompassing
236,0,8.0,59.0,19806.604399936776,26644.68631807092,43.0,2.0,42.0,2.0,45.0,5.0,60.0,8.0,61.0,10.0,72.0,9.0,58.0,5.0,20.0,1.0,61.0,11.0,80.0,14.0,89.0,19.0,Encompassing
237,0,9.0,59.0,13056.452958790205,17849.103320827206,39.0,3.0,38.0,3.0,45.0,6.0,56.0,9.0,61.0,10.0,69.0,10.0,63.0,6.0,20.0,1.0,61.0,12.0,80.0,15.0,89.0,22.0,Encompassing
238,0,9.0,61.0,16660.000962509363,23143.27208756988,50.0,3.0,46.0,3.0,45.0,5.0,60.0,8.0,61.0,9.0,76.0,9.0,58.0,6.0,20.0,1.0,61.0,11.0,80.0,15.0,89.0,20.0,Encompassing
239,0,9.0,67.0,20835.328221136777,22588.74948974003,64.0,3.0,54.0,3.0,53.0,5.0,60.0,8.0,61.0,9.0,86.0,9.0,70.0,5.0,20.0,1.0,72.0,11.0,80.0,14.0,91.0,20.0,Encompassing
240,0,9.0,66.0,17082.168742932005,22892.9307888509,64.0,3.0,54.0,3.0,51.0,6.0,60.0,8.0,61.0,10.0,76.0,10.0,67.0,6.0,20.0,1.0,67.0,12.0,80.0,14.0,91.0,21.0,Encompassing
241,0,0.0,0.0,0.0,89063.38290181526,,,,,,,,,,,,,,,,,,,,,,,History
242,0,0.0,0.0,0.0,81803.05475381612,,,,,,,,,,,,,,,,,,,,,,,History
243,0,0.0,0.0,0.0,79537.7163355404,,,,,,,,,,,,,,,,,,,,,,,History
244,0,0.0,0.0,0.0,90340.71399301982,,,,,,,,,,,,,,,,,,,,,,,History
245,0,0.0,0.0,0.0,90439.51539180704,,,,,,,,,,,,,,,,,,,,,,,History
246,0,0.0,0.0,0.0,86877.05960077312,,,,,,,,,,,,,,,,,,,,,,,History
247,0,0.0,0.0,0.0,86088.12784854574,,,,,,,,,,,,,,,,,,,,,,,History
248,0,0.0,0.0,0.0,76296.17969825052,,,,,,,,,,,,,,,,,,,,,,,History
249,0,0.0,0.0,0.0,76922.31232867572,,,,,,,,,,,,,,,,,,,,,,,History
250,0,0.0,0.0,0.0,83123.98128567074,,,,,,,,,,,,,,,,,,,,,,,History
251,0,11.0,71.0,9313.119396604208,15284.947275699846,75.0,5.0,54.0,4.0,57.0,7.0,64.0,11.0,61.0,12.0,86.0,12.0,79.0,9.0,80.0,2.0,78.0,14.0,80.0,18.0,89.0,25.0,Encompassing
252,0,14.0,73.0,10020.204204081583,13003.385118005144,75.0,7.0,58.0,5.0,58.0,10.0,68.0,13.0,65.0,14.0,86.0,15.0,79.0,12.0,80.0,2.0,78.0,17.0,80.0,23.0,89.0,29.0,Encompassing
253,0,12.0,73.0,10862.3441673228,15633.714994738919,75.0,6.0,58.0,4.0,62.0,8.0,64.0,11.0,61.0,12.0,86.0,14.0,84.0,10.0,40.0,2.0,72.0,15.0,80.0,20.0,89.0,26.0,Encompassing
254,0,12.0,71.0,12518.055421835388,15018.46364736059,75.0,6.0,62.0,5.0,59.0,8.0,64.0,10.0,61.0,12.0,86.0,12.0,77.0,9.0,20.0,2.0,72.0,14.0,80.0,18.0,89.0,23.0,Encompassing
255,0,13.0,73.0,10323.377995258197,13955.914794848282,75.0,7.0,58.0,5.0,61.0,9.0,64.0,12.0,61.0,13.0,86.0,15.0,81.0,11.0,60.0,2.0,78.0,16.0,80.0,22.0,89.0,28.0,Encompassing
256,0,12.0,71.0,8353.96148196059,12863.21372643131,75.0,6.0,54.0,4.0,57.0,8.0,64.0,11.0,61.0,12.0,86.0,13.0,79.0,10.0,80.0,2.0,78.0,15.0,80.0,19.0,89.0,25.0,Encompassing
257,0,13.0,76.0,8602.810267701596,17795.027478715194,75.0,6.0,62.0,5.0,67.0,8.0,68.0,12.0,65.0,13.0,86.0,14.0,81.0,10.0,80.0,2.0,89.0,15.0,80.0,20.0,89.0,27.0,Encompassing
258,0,14.0,74.0,9112.932701354996,14278.426126899838,75.0,7.0,58.0,5.0,62.0,9.0,68.0,12.0,61.0,14.0,86.0,15.0,84.0,12.0,60.0,2.0,89.0,16.0,80.0,21.0,89.0,28.0,Encompassing
259,0,12.0,79.0,11210.717665578602,15568.424829494037,79.0,6.0,67.0,4.0,72.0,8.0,76.0,11.0,65.0,12.0,86.0,13.0,86.0,10.0,80.0,2.0,89.0,15.0,80.0,19.0,89.0,25.0,Encompassing
260,0,15.0,71.0,7536.032299489818,9419.572823085973,75.0,7.0,54.0,5.0,55.0,10.0,64.0,13.0,61.0,14.0,86.0,17.0,79.0,14.0,80.0,2.0,78.0,17.0,80.0,24.0,89.0,32.0,Encompassing
261,0,8.0,57.0,20995.423057440636,25481.10469819516,43.0,2.0,29.0,2.0,43.0,5.0,52.0,8.0,61.0,9.0,69.0,9.0,58.0,5.0,20.0,1.0,67.0,11.0,80.0,13.0,85.0,18.0,Encompassing
262,0,9.0,54.0,20267.6675619588,23224.562732028,25.0,3.0,25.0,2.0,42.0,5.0,52.0,9.0,61.0,10.0,66.0,9.0,56.0,5.0,20.0,1.0,67.0,11.0,80.0,14.0,83.0,20.0,Encompassing
263,0,9.0,56.0,15845.64394333139,22962.676043661006,46.0,3.0,25.0,3.0,39.0,5.0,52.0,9.0,58.0,10.0,66.0,10.0,58.0,6.0,20.0,1.0,67.0,12.0,80.0,15.0,85.0,20.0,Encompassing
264,0,8.0,55.0,20037.012632767815,26817.564713053573,36.0,2.0,21.0,2.0,41.0,5.0,60.0,9.0,58.0,9.0,66.0,9.0,58.0,5.0,20.0,1.0,67.0,11.0,80.0,13.0,83.0,18.0,Encompassing
265,0,8.0,58.0,23758.5382367298,28397.119321056,39.0,2.0,42.0,2.0,45.0,5.0,52.0,8.0,61.0,9.0,69.0,8.0,60.0,4.0,20.0,1.0,56.0,10.0,80.0,12.0,87.0,18.0,Encompassing
266,0,7.0,54.0,24069.306575349037,29497.8710784852,25.0,2.0,17.0,2.0,39.0,4.0,52.0,8.0,61.0,8.0,66.0,7.0,58.0,4.0,20.0,1.0,67.0,10.0,80.0,11.0,85.0,16.0,Encompassing
267,0,8.0,56.0,19128.4620094146,22446.493760620564,39.0,2.0,29.0,2.0,42.0,5.0,48.0,8.0,61.0,9.0,72.0,8.0,58.0,4.0,20.0,1.0,61.0,11.0,80.0,13.0,81.0,19.0,Encompassing
268,0,9.0,56.0,15397.156128260427,24307.50967306694,29.0,3.0,33.0,3.0,41.0,6.0,60.0,9.0,58.0,10.0,72.0,9.0,56.0,5.0,20.0,1.0,67.0,12.0,80.0,13.0,85.0,20.0,Encompassing
269,0,8.0,58.0,19989.317592007214,25619.454977239453,43.0,2.0,33.0,2.0,42.0,5.0,52.0,8.0,58.0,9.0,72.0,8.0,63.0,4.0,20.0,1.0,67.0,11.0,80.0,13.0,87.0,18.0,Encompassing
